activity_description,label,duration_minutes,user_id
Watching Khan Academy math tutorial,Wasting Time,45,31
Solving programming exercises,Utilizing Time for Knowledge Development,49,17
Playing a video game,Wasting Time,47,21
Watching cat videos on YouTube,Wasting Time,69,67
Playing online crossword puzzles,Utilizing Time for Knowledge Development,50,15
Watching TV shows,Utilizing Time for Knowledge Development,36,30
Browsing Wikipedia for history facts,Utilizing Time for Knowledge Development,44,37
Taking notes from a lecture video,Utilizing Time for Knowledge Development,118,17
Playing a video game,Utilizing Time for Knowledge Development,57,30
Playing a video game,Utilizing Time for Knowledge Development,82,91
Participating in a group discussion on the course forum,Utilizing Time for Knowledge Development,75,79
Participating in an online quiz,Utilizing Time for Knowledge Development,94,60
Participating in an online quiz,Utilizing Time for Knowledge Development,5,7
Watching Khan Academy math tutorial,Wasting Time,81,73
Listening to an audiobook on a relevant topic,Wasting Time,101,87
Checking email,Utilizing Time for Knowledge Development,23,39
Online shopping,Utilizing Time for Knowledge Development,112,99
Participating in a group discussion on the course forum,Utilizing Time for Knowledge Development,43,48
Solving programming exercises,Wasting Time,27,32
Watching TV shows,Utilizing Time for Knowledge Development,72,53
Watching Khan Academy math tutorial,Wasting Time,31,39
Taking notes from a lecture video,Utilizing Time for Knowledge Development,114,19
Playing online crossword puzzles,Wasting Time,120,59
Playing a video game,Wasting Time,109,89
Browsing Wikipedia for history facts,Wasting Time,41,81
Playing online crossword puzzles,Wasting Time,21,71
Participating in a group discussion on the course forum,Utilizing Time for Knowledge Development,52,85
Writing an essay for a class assignment,Utilizing Time for Knowledge Development,9,95
Playing a video game,Utilizing Time for Knowledge Development,79,29
Coding a personal project,Wasting Time,17,17
Watching cat videos on YouTube,Utilizing Time for Knowledge Development,87,100
Taking notes from a lecture video,Utilizing Time for Knowledge Development,19,62
Reading a scientific research paper,Utilizing Time for Knowledge Development,24,91
Reviewing course lecture slides,Utilizing Time for Knowledge Development,25,17
Writing an essay for a class assignment,Utilizing Time for Knowledge Development,116,74
Browsing Wikipedia for history facts,Wasting Time,72,21
Watching Khan Academy math tutorial,Wasting Time,91,66
Scrolling through social media feeds,Utilizing Time for Knowledge Development,91,94
Checking email,Utilizing Time for Knowledge Development,27,55
Playing online crossword puzzles,Wasting Time,91,9
Reading a scientific research paper,Wasting Time,7,98
Online shopping,Utilizing Time for Knowledge Development,9,67
Chatting with friends on messaging apps,Utilizing Time for Knowledge Development,52,89
Watching Khan Academy math tutorial,Utilizing Time for Knowledge Development,30,52
Listening to an audiobook on a relevant topic,Utilizing Time for Knowledge Development,9,9
Scrolling through social media feeds,Utilizing Time for Knowledge Development,84,84
Watching Khan Academy math tutorial,Utilizing Time for Knowledge Development,103,58
Checking email,Utilizing Time for Knowledge Development,84,26
Playing online crossword puzzles,Wasting Time,75,8
Watching Khan Academy math tutorial,Wasting Time,94,49
Online shopping,Wasting Time,85,24
Scrolling through social media feeds,Wasting Time,61,90
Chatting with friends on messaging apps,Wasting Time,81,69
Online shopping,Wasting Time,110,90
Solving programming exercises,Utilizing Time for Knowledge Development,63,6
Participating in a group discussion on the course forum,Utilizing Time for Knowledge Development,118,22
Participating in a group discussion on the course forum,Utilizing Time for Knowledge Development,21,34
Watching TV shows,Utilizing Time for Knowledge Development,96,74
Coding a personal project,Wasting Time,79,21
Browsing Wikipedia for history facts,Utilizing Time for Knowledge Development,62,23
Playing online crossword puzzles,Utilizing Time for Knowledge Development,78,46
Participating in an online quiz,Utilizing Time for Knowledge Development,18,84
Browsing Wikipedia for history facts,Utilizing Time for Knowledge Development,11,76
Writing an essay for a class assignment,Utilizing Time for Knowledge Development,62,23
Taking notes from a lecture video,Utilizing Time for Knowledge Development,60,5
Participating in an online quiz,Utilizing Time for Knowledge Development,6,55
Watching cat videos on YouTube,Utilizing Time for Knowledge Development,90,95
Solving programming exercises,Wasting Time,96,61
Checking email,Utilizing Time for Knowledge Development,73,84
Listening to an audiobook on a relevant topic,Utilizing Time for Knowledge Development,82,69
Playing a video game,Utilizing Time for Knowledge Development,54,93
Taking notes from a lecture video,Wasting Time,43,81
Writing an essay for a class assignment,Utilizing Time for Knowledge Development,20,24
Taking notes from a lecture video,Wasting Time,106,9
Reading a scientific research paper,Wasting Time,71,74
Taking notes from a lecture video,Utilizing Time for Knowledge Development,7,9
Participating in a group discussion on the course forum,Utilizing Time for Knowledge Development,112,29
Playing a video game,Wasting Time,24,60
Taking notes from a lecture video,Utilizing Time for Knowledge Development,25,53
Watching TV shows,Utilizing Time for Knowledge Development,115,64
Online shopping,Utilizing Time for Knowledge Development,67,94
Participating in a group discussion on the course forum,Utilizing Time for Knowledge Development,18,87
Participating in an online quiz,Utilizing Time for Knowledge Development,36,87
Scrolling through social media feeds,Utilizing Time for Knowledge Development,88,36
Checking email,Utilizing Time for Knowledge Development,65,5
Taking notes from a lecture video,Wasting Time,87,76
Coding a personal project,Utilizing Time for Knowledge Development,13,66
Watching cat videos on YouTube,Wasting Time,49,30
Coding a personal project,Utilizing Time for Knowledge Development,118,61
Online shopping,Utilizing Time for Knowledge Development,24,14
Browsing Wikipedia for history facts,Utilizing Time for Knowledge Development,118,13
Watching cat videos on YouTube,Wasting Time,17,52
Checking email,Wasting Time,49,89
Participating in a group discussion on the course forum,Utilizing Time for Knowledge Development,32,39
Browsing Wikipedia for history facts,Wasting Time,70,32
Watching TV shows,Wasting Time,20,87
Watching TV shows,Utilizing Time for Knowledge Development,7,4
Scrolling through social media feeds,Wasting Time,93,29
Listening to an audiobook on a relevant topic,Utilizing Time for Knowledge Development,67,16
Chatting with friends on messaging apps,Utilizing Time for Knowledge Development,101,68
Checking email,Utilizing Time for Knowledge Development,46,35
Participating in a group discussion on the course forum,Utilizing Time for Knowledge Development,106,59
Browsing Wikipedia for history facts,Utilizing Time for Knowledge Development,99,45
Solving programming exercises,Utilizing Time for Knowledge Development,75,2
Reviewing course lecture slides,Utilizing Time for Knowledge Development,111,8
Watching Khan Academy math tutorial,Utilizing Time for Knowledge Development,53,59
Writing an essay for a class assignment,Wasting Time,104,25
Watching cat videos on YouTube,Utilizing Time for Knowledge Development,62,63
Scrolling through social media feeds,Utilizing Time for Knowledge Development,72,72
Participating in a group discussion on the course forum,Wasting Time,54,67
Playing a video game,Utilizing Time for Knowledge Development,32,44
Watching Khan Academy math tutorial,Utilizing Time for Knowledge Development,60,36
Reviewing course lecture slides,Wasting Time,104,14
Watching Khan Academy math tutorial,Wasting Time,81,72
Chatting with friends on messaging apps,Utilizing Time for Knowledge Development,6,43
Chatting with friends on messaging apps,Utilizing Time for Knowledge Development,22,51
Watching Khan Academy math tutorial,Wasting Time,14,31
Writing an essay for a class assignment,Utilizing Time for Knowledge Development,57,8
Chatting with friends on messaging apps,Utilizing Time for Knowledge Development,17,14
Participating in an online quiz,Wasting Time,9,19
Checking email,Utilizing Time for Knowledge Development,48,82
Playing online crossword puzzles,Utilizing Time for Knowledge Development,77,4
Online shopping,Utilizing Time for Knowledge Development,109,33
Listening to an audiobook on a relevant topic,Utilizing Time for Knowledge Development,82,2
Browsing Wikipedia for history facts,Utilizing Time for Knowledge Development,90,11
Chatting with friends on messaging apps,Wasting Time,13,49
Browsing Wikipedia for history facts,Wasting Time,42,48
Solving programming exercises,Utilizing Time for Knowledge Development,52,14
Watching Khan Academy math tutorial,Utilizing Time for Knowledge Development,27,36
Online shopping,Wasting Time,10,65
Coding a personal project,Utilizing Time for Knowledge Development,80,48
Playing a video game,Wasting Time,49,37
Watching TV shows,Utilizing Time for Knowledge Development,55,84
Listening to an audiobook on a relevant topic,Utilizing Time for Knowledge Development,70,4
Listening to an audiobook on a relevant topic,Utilizing Time for Knowledge Development,27,96
Coding a personal project,Utilizing Time for Knowledge Development,91,35
Listening to an audiobook on a relevant topic,Utilizing Time for Knowledge Development,35,13
Checking email,Utilizing Time for Knowledge Development,13,38
Online shopping,Utilizing Time for Knowledge Development,9,31
Browsing Wikipedia for history facts,Wasting Time,42,85
Participating in a group discussion on the course forum,Utilizing Time for Knowledge Development,94,91
Scrolling through social media feeds,Wasting Time,8,32
Writing an essay for a class assignment,Utilizing Time for Knowledge Development,65,31
Taking notes from a lecture video,Wasting Time,107,86
Solving programming exercises,Utilizing Time for Knowledge Development,13,86
Watching Khan Academy math tutorial,Wasting Time,40,15
Watching Khan Academy math tutorial,Utilizing Time for Knowledge Development,55,45
